Section A,Section B,Journal Category,Journal Title,Keyword,MeSH,Paper,Project Category,Project Term,Normal Inverse Distance
Retroviral Immunology Section,Neuroimmunology Unit,0.4529411764705882,0.3523809523809524,0.2946428571428571,0.3081591368846932,0.1181102362204724,0.28125,0.1617507136060894,0.27377204973771463
Molecular Genetics Section (Laboratory of Bacteriology),Gene Regulation Section,0.4680232558139535,0.3232323232323232,0.2167832167832167,0.2668350168350168,0.048,0.5,0.1912943871706758,0.2727466608684707
Immunopathogenesis Section (Laboratory of Immunoregulation),Clinical and Molecular Retrovirology Section,0.4317241379310345,0.2176165803108808,0.384742951907131,0.3322876447876448,0.0217391304347826,0.391304347826087,0.2103163294385865,0.27193531284300265
Pathogenesis and Immunity Section,Malaria Cell Biology Section,0.3758586849852797,0.2766666666666666,0.3919413919413919,0.3291072371896461,0.0159151193633952,0.4327956989247312,0.1685773350873896,0.271596336261751
Vaccine Development Unit,Malaria Cell Biology Section,0.3758586849852797,0.2766666666666666,0.3919413919413919,0.3291072371896461,0.0159151193633952,0.4327956989247312,0.1685773350873896,0.271596336261751
Immunopathogenesis Section (Laboratory of Immunoregulation),B-Cell Immunology Section,0.2908777969018933,0.2646153846153846,0.2945091514143095,0.2827980402830702,0.1544943820224719,0.3611111111111111,0.2199515067544163,0.2644462499854762
Metaorganism Immunity Section,Cellular Immunology Section,0.5511482254697286,0.2991803278688524,0.1599147121535181,0.3678836633663366,0.0225806451612903,0.3647058823529411,0.2023099850968703,0.26387238555429404
Metaorganism Immunity Section,Immunobiology Section,0.4666666666666667,0.3272727272727272,0.1628571428571428,0.3378865979381443,0.0055096418732782,0.4044943820224719,0.2337615988579586,0.26253638838387666
Viral Pathogenesis and Vaccine Section,Nonhuman Primate Virology Section,0.3186274509803921,0.1872146118721461,0.3174311926605505,0.2367217727752374,0.0358565737051792,0.5853658536585366,0.2550106609808102,0.2603199916129873
Virus Ecology Section,Molecular Pathogenesis Unit,0.32,0.3941605839416058,0.5,0.4367816091954023,0.3172413793103448,0.0,0.0,0.2571468432055328
Viral Pathogenesis and Vaccine Section,HIV-Specific Immunity Section,0.4679911699779249,0.2923976608187134,0.3174603174603174,0.2775140267587397,0.0091324200913242,0.4,0.1333594055533828,0.25698823829104744
TSE/Prion and Retroviral Pathogenesis Section,Neuroimmunology Unit,0.5095541401273885,0.2830188679245283,0.2267573696145124,0.2957746478873239,0.088,0.3048780487804878,0.1482300884955752,0.2546441783154287
HIV Pathogenesis Section,Clinical and Molecular Retrovirology Section,0.4859813084112149,0.3663793103448275,0.3704292527821939,0.4533533158486324,0.0893470790378006,0.087719298245614,0.0686015831134564,0.254545186869401
Malaria Genetics Section,Malaria Functional Genomics Section,0.4294736842105263,0.2737642585551331,0.3608017817371937,0.3779527559055118,0.0634920634920634,0.2051282051282051,0.1411543287327478,0.25406626704169927
Retroviral Immunology Section,HIV-Specific Immunity Section,0.6658097686375322,0.3475177304964539,0.1712707182320442,0.1582427964100141,0.0,0.4242424242424242,0.1898047722342733,0.2516039314310274
Molecular Pathogenesis and Biomarkers Section,Malaria Immunology Section,0.3633802816901408,0.2488038277511961,0.3708609271523179,0.2471116816431322,0.0,0.423728813559322,0.188504326328801,0.2513964565794263
Immunobiology Section,Cellular Immunology Section,0.5061919504643962,0.3696498054474708,0.1065088757396449,0.2902905388626769,0.0085959885386819,0.3536585365853658,0.236979969183359,0.2510921824210154
Malaria Immunology Section,Malaria Functional Genomics Section,0.3834841628959276,0.1955719557195571,0.4676409185803757,0.2708158116063919,0.0384615384615384,0.3421052631578947,0.1458990536277602,0.2507925947686511
Nonhuman Primate Virology Section,HIV-Specific Immunity Section,0.5069444444444444,0.2623762376237624,0.25,0.2290132547864506,0.0039370078740157,0.4153846153846154,0.1831641285956007,0.24926220765301219
HIV-Specific Immunity Section,HIV Immunovirology Section,0.4236842105263158,0.2058823529411764,0.556910569105691,0.3573291601460615,0.0098522167487684,0.1935483870967742,0.1354838709677419,0.24878557819220032
Lymphocyte Biology Section,Cell Signaling and Immunity Section,0.5818639798488665,0.400990099009901,0.1378091872791519,0.3321678321678322,0.0216606498194945,0.25,0.1563604240282685,0.24839229333561988
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Immune Deficiency Genetics Section,0.4722938144329897,0.2797704447632712,0.227328431372549,0.3178430512932924,0.0101694915254237,0.3173076923076923,0.1913309982486865,0.24792262337300658
Immunopathogenesis Section (Laboratory of Immunoregulation),HIV Immunovirology Section,0.3078291814946619,0.2830188679245283,0.3243243243243243,0.32,0.1724137931034483,0.2083333333333333,0.1326064016883573,0.2463321402452719
Nonhuman Primate Virology Section,Barrier Immunity Section,0.4932126696832579,0.2606837606837607,0.4796610169491525,0.3257676902536716,0.0649819494584837,0.1081081081081081,0.1172022684310018,0.24616925912672435
Genetic Immunotherapy Section,Clinical Pathophysiology Section,0.2564802182810368,0.2585365853658536,0.3701657458563536,0.2838857893009517,0.167420814479638,0.2347826086956521,0.1591232564759465,0.24426763378427377
Vector Molecular Biology Section,Intracellular Parasite Biology Section,0.2706766917293233,0.1498973305954825,0.2757201646090535,0.278783490224475,0.033210332103321,0.5945945945945946,0.2180052956751985,0.24313870937573248
Mucosal Immunity Section,Cellular Immunology Section,0.4632768361581921,0.2655601659751037,0.1428571428571428,0.313859910581222,0.0032894736842105,0.3555555555555555,0.2441895562933896,0.24284879163260017
HIV-Specific Immunity Section,B-Cell Immunology Section,0.3594132029339853,0.2023121387283237,0.330532212885154,0.3223748773307164,0.0097087378640776,0.2878787878787879,0.2391826923076923,0.242121695242718
Cellular Immunology Section,Cell Signaling and Immunity Section,0.5516431924882629,0.354679802955665,0.1474201474201474,0.2987843889955214,0.0,0.2692307692307692,0.1840466926070039,0.2406900510349127
Immunopathogenesis Section (Laboratory of Immunoregulation),Clinical Research Section,0.3937592867756315,0.2,0.3134328358208955,0.2775541016607952,0.0330188679245283,0.3888888888888889,0.1451525054466231,0.2402910436804977
Plague Section,Coxiella Pathogenesis Section,0.5241545893719807,0.2923076923076923,0.0419161676646706,0.2133417243549402,0.0,0.7647058823529411,0.14,0.23851869440401796
Structural Immunology Section,Molecular Biology Section,0.4166666666666667,0.2432432432432432,0.2439024390243902,0.2630257376020088,0.0,0.3846153846153846,0.1879049676025918,0.23786299335152067
Plague Section,Immunity to Pulmonary Pathogens Section,0.5339233038348082,0.2083333333333333,0.1524163568773234,0.2413568166992824,0.0583941605839416,0.4509803921568627,0.138592750533049,0.23767576774989393
Immunopathogenesis Section (Laboratory of Immunoregulation),HIV-Specific Immunity Section,0.4307931570762053,0.1869688385269121,0.3264150943396226,0.2409513960703205,0.0072115384615384,0.3789473684210526,0.1739130434782608,0.2376125405666152
Mucosal Immunobiology Section,Mucosal Immunity Section,0.3920595533498759,0.2951807228915662,0.1598360655737705,0.2826175869120654,0.048780487804878,0.3947368421052631,0.1566310975609756,0.23755019653170642
Molecular and Cellular Immunoregulation Section,Cell Signaling and Immunity Section,0.6366366366366366,0.4203821656050955,0.125,0.3068607068607069,0.0,0.2222222222222222,0.1330827067669173,0.23743471357823817
HIV Immunovirology Section,Barrier Immunity Section,0.3,0.2694300518134715,0.2979591836734694,0.3111831442463533,0.0040983606557377,0.3529411764705882,0.1757188498402556,0.23645497572960433
Viral Pathogenesis Section (Laboratory of Immunoregulation),HIV Immunovirology Section,0.3460559796437659,0.1597633136094674,0.334384858044164,0.2874935132330046,0.0051282051282051,0.4761904761904761,0.1431064572425829,0.2362907873050021
Plague Section,Molecular Genetics Section (Laboratory of Bacteriology),0.5694822888283378,0.3565217391304348,0.024390243902439,0.2243935309973045,0.0,0.4722222222222222,0.1858083394294074,0.23521739730873967
HIV-Specific Immunity Section,Barrier Immunity Section,0.5390199637023594,0.3763440860215054,0.3353783231083844,0.3098159509202454,0.0199203187250996,0.0983606557377049,0.1048593350383631,0.2352113469590544
Lymphocyte Biology Section,Cellular Immunology Section,0.433852140077821,0.2786885245901639,0.1404109589041096,0.3148614609571788,0.0032154340836012,0.2857142857142857,0.2561894510226049,0.23410561467018834
Malaria Immunology Section,Malaria Genetics Section,0.3299632352941176,0.1620689655172413,0.3812636165577342,0.2269762588051135,0.0029761904761904,0.3625,0.2401883830455259,0.2338170191257587
Lymphocyte Biology Section,Immunobiology Section,0.409295352323838,0.2903225806451613,0.0845323741007194,0.2816791915003887,0.0112359550561797,0.408695652173913,0.23593237446379,0.23302688787622483
Mucosal Immunity Section,Metaorganism Immunity Section,0.4619883040935672,0.2519685039370078,0.1458966565349544,0.3419689119170984,0.0031545741324921,0.3076923076923077,0.1991254624957955,0.23226716821911844
HIV Immunovirology Section,Clinical and Molecular Retrovirology Section,0.2846003898635477,0.3128205128205128,0.3918918918918919,0.3239043824701195,0.0,0.2456140350877192,0.1339229311433986,0.23187606299230043
Molecular Pathogenesis and Biomarkers Section,Malaria Cell Biology Section,0.4703703703703704,0.2647058823529412,0.4277777777777777,0.2650731359257938,0.0038910505836575,0.1967213114754098,0.0964378801042571,0.23071137255379387
Retroviral Immunology Section,Nonhuman Primate Virology Section,0.4285714285714285,0.2722222222222222,0.1687840290381125,0.1529321579149099,0.0,0.5454545454545454,0.180284659989457,0.23066078125952816
Viral Immunology Section,Viral Immunity and Pathogenesis Unit,0.4661654135338345,0.4117647058823529,0.33125,0.3432923257176333,0.1275167785234899,0.0,0.0571736785329018,0.22913405805792103
Lymphocyte Biology Section,Cellular Biology Section,0.4516666666666666,0.2740213523131672,0.1041666666666666,0.2577022746904693,0.0,0.5039370078740157,0.1429007633587786,0.22892141320833587
Pathogenesis and Immunity Section,Malaria Immunology Section,0.4071428571428571,0.2823920265780731,0.4770017035775127,0.3376494023904382,0.0052083333333333,0.0815217391304347,0.1292722155207076,0.22816952472027616
Vaccine Development Unit,Malaria Immunology Section,0.4071428571428571,0.2823920265780731,0.4770017035775127,0.3376494023904382,0.0052083333333333,0.0815217391304347,0.1292722155207076,0.22816952472027616
Viral Pathogenesis Section (Laboratory of Immunoregulation),B-Cell Immunology Section,0.3076923076923077,0.1569767441860465,0.3071065989847715,0.2780536246276067,0.005050505050505,0.4,0.1994047619047619,0.22704987986505573
Malaria Genetics Section,Malaria Cell Biology Section,0.3016359918200409,0.2101449275362318,0.4243243243243243,0.2540960045990227,0.0121212121212121,0.2978723404255319,0.1546832491255343,0.2269904143518883
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Genetic Immunotherapy Section,0.3199490121096239,0.2123745819397993,0.1964350672971989,0.2565185001241619,0.09009009009009,0.3698630136986301,0.1768605001506477,0.22689200635154838
Molecular Development of the Immune System Section,Cell Signaling and Immunity Section,0.4386317907444668,0.3271028037383177,0.2290909090909091,0.2771464646464646,0.0142857142857142,0.2180451127819548,0.1498892444006891,0.2262782561254407
Viral Pathogenesis Section (Laboratory of Viral Diseases),HIV-Specific Immunity Section,0.6098765432098765,0.3496932515337423,0.1106290672451193,0.2054915854738706,0.0,0.3333333333333333,0.1330409356725146,0.2260138503375829
Nonhuman Primate Virology Section,Genetic Engineering Section,0.4893138357705286,0.2825484764542936,0.268361581920904,0.2454110135674381,0.0175824175824175,0.2527472527472527,0.1075919888216115,0.22538863263445622
Molecular and Cellular Immunology Section,Cellular Immunology Section,0.4829659318637274,0.3802083333333333,0.1391941391941392,0.1374407582938388,0.0,0.3484848484848485,0.1984076433121019,0.22508217835809166
Viral Pathogenesis and Evolution Section,Cellular Biology Section,0.4014598540145985,0.1768292682926829,0.2388724035608308,0.2180217503883998,0.0,0.5038167938931297,0.1440285204991087,0.22489166576866623
Viral Pathogenesis Section (Laboratory of Immunoregulation),HIV-Specific Immunity Section,0.3625954198473282,0.1564245810055866,0.3538461538461538,0.3153732081067721,0.0048543689320388,0.25,0.1946030098598858,0.2248860118694955
Viral Immunology Section,Retroviral Immunology Section,0.5354107648725213,0.316546762589928,0.1455108359133126,0.2295795070082165,0.0,0.3088235294117647,0.1490088858509911,0.22461422112774884
Molecular and Cellular Immunology Section,Lymphocyte Biology Section,0.4577319587628866,0.2877358490566037,0.1857142857142857,0.1696927374301676,0.0,0.3592233009708738,0.1967550862734998,0.22451458579817687
Mucosal Immunobiology Section,Metaorganism Immunity Section,0.3832020997375328,0.233695652173913,0.1498637602179836,0.2641509433962264,0.0,0.4285714285714285,0.1888888888888888,0.22390176336335935
Metaorganism Immunity Section,Cell Signaling and Immunity Section,0.5425790754257908,0.3457943925233644,0.1127348643006263,0.2889383343928798,0.0105263157894736,0.2150537634408602,0.1622253389434315,0.2229053981879725
Barrier Immunity Section,B-Cell Immunology Section,0.313953488372093,0.2849740932642487,0.2705061082024433,0.3044670846394984,0.0040485829959514,0.2592592592592592,0.1662921348314607,0.22231716780743688
Clinical and Molecular Retrovirology Section,B-Cell Immunology Section,0.3241650294695481,0.2333333333333333,0.3025751072961373,0.2813203300825206,0.0,0.3015873015873015,0.1598451327433628,0.22162503230269248
Molecular and Cellular Immunology Section,B-Cell Molecular Immunology Section,0.497787610619469,0.2457142857142857,0.1393442622950819,0.1892655367231638,0.0,0.391304347826087,0.1875750300120048,0.22083124691874276
Viral Pathogenesis and Vaccine Section,Retroviral Immunology Section,0.5246753246753246,0.2420382165605095,0.1890660592255125,0.1302105715513536,0.0,0.4565217391304347,0.1337209302325581,0.2198539362929442
HIV-Specific Immunity Section,Clinical and Molecular Retrovirology Section,0.3396825396825397,0.1558441558441558,0.4417344173441734,0.275673707210488,0.0037593984962406,0.2365591397849462,0.1554726368159203,0.21865582605322825
T-Lymphocyte Biology Section,Immunity to Pulmonary Pathogens Section,0.4982698961937716,0.2815533980582524,0.1461794019933555,0.2364953886693017,0.0,0.3333333333333333,0.1313932980599647,0.2181734235860317
Plague Section,Gene Regulation Section,0.4633333333333333,0.2637362637362637,0.0918367346938775,0.2043734230445753,0.0176991150442477,0.4772727272727273,0.1300326441784548,0.21779801683321964
HIV Pathogenesis Section,Barrier Immunity Section,0.4108983799705449,0.1953125,0.3002645502645503,0.3062349293833964,0.0166112956810631,0.2727272727272727,0.0893203883495145,0.21707337664609974
Medical Virology Section,Disease Modeling and Transmission Section,0.5212298682284041,0.279383429672447,0.1228615863141524,0.2355719557195572,0.0,0.3297101449275362,0.1393780013720558,0.21694829339779276
Emerging Respiratory Viruses Section,Disease Modeling and Transmission Section,0.5212298682284041,0.279383429672447,0.1228615863141524,0.2355719557195572,0.0,0.3297101449275362,0.1393780013720558,0.21694829339779276
HIV Pathogenesis Section,Clinical Research Section,0.4425675675675675,0.3133640552995391,0.2774647887323944,0.4205955334987593,0.0674157303370786,0.0632911392405063,0.047808764940239,0.21680402356041828
T-Lymphocyte Biology Section,Retroviral Immunology Section,0.4803921568627451,0.2636363636363636,0.1505681818181818,0.2587458745874587,0.0,0.2954545454545454,0.1514084507042253,0.2162628244069433
Host-Parasite Interactions Section,Chlamydial Diseases Section,0.3542319749216301,0.31,0.3478260869565217,0.2750621375310688,0.0076923076923076,0.2,0.085173501577287,0.21572926158496375
Mosquito Immunity and Vector Competence Section,Apicomplexan Molecular Physiology Section,0.3626373626373626,0.1262135922330097,0.3255813953488372,0.1233201581027668,0.0,0.5555555555555556,0.1516853932584269,0.21529711231380086
Viral Pathogenesis Section (Laboratory of Viral Diseases),Retroviral Immunology Section,0.5988857938718662,0.2597402597402597,0.178021978021978,0.1639902676399026,0.0,0.282051282051282,0.1488946684005201,0.2141185224126448
Molecular Development of the Immune System Section,Human Immunological Diseases Section,0.2382978723404255,0.1848484848484848,0.2275280898876404,0.2882684300759245,0.0625,0.3333333333333333,0.1907652287014957,0.21385675487431982
Viral Immunology Section,Molecular and Cellular Immunology Section,0.4332552693208431,0.3209876543209876,0.1179487179487179,0.1614730878186968,0.0,0.4603174603174603,0.1127391127391127,0.2124279327616245
Molecular Development of the Immune System Section,Cellular Immunology Section,0.3918918918918919,0.2371541501976284,0.1783876500857633,0.208105147864184,0.0,0.32,0.20075421472937,0.21123356731166332
HIV-Specific Immunity Section,Clinical Research Section,0.3214920071047957,0.175,0.3054298642533937,0.2578125,0.0352422907488986,0.2685185185185185,0.1490163248221013,0.21040119900049
T-Lymphocyte Biology Section,Immunobiology Section,0.2813559322033898,0.2238095238095238,0.2255772646536412,0.2132446134347275,0.0619834710743801,0.3666666666666666,0.1331887201735357,0.20988396174973697
Viral Pathogenesis and Evolution Section,Disease Modeling and Transmission Section,0.2731668009669621,0.2317880794701986,0.1319176319176319,0.2131678359417161,0.0090415913200723,0.4516129032258064,0.224106913389874,0.20935424550343562
Molecular and Cellular Immunology Section,Cell Signaling and Immunity Section,0.56575682382134,0.388235294117647,0.1111111111111111,0.206266318537859,0.0,0.1621621621621621,0.1676970633693972,0.2091902679499659
Immunobiology Section,Cell Signaling and Immunity Section,0.4163934426229508,0.3292181069958848,0.1066066066066066,0.2614259597806215,0.0221518987341772,0.2272727272727272,0.1685112459835773,0.2090822486989199
Viral Immunology Section,Molecular Biology Section,0.4072727272727273,0.2556390977443609,0.092391304347826,0.2463840399002493,0.0,0.4,0.1480106100795755,0.20871034263957727
TSE/Prion and Retroviral Pathogenesis Section,Retroviral Immunology Section,0.4905149051490515,0.2539682539682539,0.1888412017167382,0.2107784431137724,0.0193548387096774,0.2025316455696202,0.1685173089483997,0.2084398891116396
Mast Cell Biology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.5200235571260307,0.2391017173051519,0.1076470588235294,0.2368133505513062,0.0053533190578158,0.3227848101265823,0.1303956834532374,0.20787398941597926
Molecular and Cellular Immunoregulation Section,Cellular Immunology Section,0.5138888888888888,0.2857142857142857,0.1672473867595819,0.2867620095342867,0.0120481927710843,0.1896551724137931,0.0971205466081015,0.20748210833711425
Metaorganism Immunity Section,Cellular Biology Section,0.4940374787052811,0.3057553956834532,0.088477366255144,0.2094913476664918,0.0,0.3391304347826087,0.1245725451880801,0.20745681544519107
HIV Pathogenesis Section,HIV Immunovirology Section,0.3231707317073171,0.25,0.2465034965034965,0.3276861346411057,0.0039370078740157,0.2352941176470588,0.1125703564727955,0.20674191591604182
HIV Immunovirology Section,Clinical Research Section,0.3152941176470588,0.3023255813953488,0.2785388127853881,0.3248964565117349,0.0228310502283105,0.1625,0.0928927680798005,0.20618896496607486
Viral Pathogenesis Section (Laboratory of Viral Diseases),Nonhuman Primate Virology Section,0.4515539305301645,0.2885572139303483,0.1600633914421553,0.2051470588235294,0.0,0.2727272727272727,0.1388755406054781,0.2058526955764606
Type 2 Immunity Section,Mucosal Immunobiology Section,0.3820224719101123,0.19,0.2,0.2576642335766423,0.0,0.3111111111111111,0.1557017543859649,0.20569293054377558
Viral Biology Section,Viral Biochemistry Section,0.445054945054945,0.3557692307692308,0.031578947368421,0.1327040533037201,0.0071428571428571,0.4545454545454545,0.1511904761904761,0.20566267804479987
T-Lymphocyte Biology Section,Mucosal Immunobiology Section,0.4716157205240174,0.2659574468085106,0.1550387596899224,0.2846872753414809,0.0,0.2127659574468085,0.1300174520069808,0.20535297324220378
Viral Immunology Section,Lymphocyte Biology Section,0.4129930394431554,0.1651785714285714,0.1214953271028037,0.2302749018207782,0.0,0.4716981132075472,0.141110065851364,0.20514637654976617
Malaria Functional Genomics Section,Malaria Cell Biology Section,0.4137466307277628,0.2159090909090909,0.4396135265700483,0.302983219390926,0.0255591054313099,0.0813953488372093,0.065905552672548,0.20499245669080315
Viral Pathogenesis and Vaccine Section,B-Cell Immunology Section,0.38268156424581,0.2312138728323699,0.2676991150442478,0.2475032566217976,0.0,0.2340425531914893,0.1225216065073716,0.2043610620821781
Clinical Research Section,B-Cell Immunology Section,0.3505882352941176,0.2204301075268817,0.2660194174757281,0.2860233665080052,0.0044247787610619,0.238095238095238,0.1156351791530944,0.2043219414689775
Molecular Defenses Section,B-Cell Molecular Immunology Section,0.4344827586206896,0.2446043165467626,0.0952380952380952,0.2090239410681399,0.0,0.4,0.1409556313993174,0.20424098710607821
Molecular Pathogenesis and Biomarkers Section,Malaria Genetics Section,0.2620137299771167,0.1774891774891775,0.3669250645994832,0.2015556307067974,0.0,0.3229166666666667,0.1537298387096774,0.20411234651883975
Viral Pathogenesis Section (Laboratory of Immunoregulation),Nonhuman Primate Virology Section,0.298937784522003,0.1549295774647887,0.2547528517110266,0.2135043379856658,0.0040816326530612,0.3611111111111111,0.1901622718052738,0.20398577362073686
Molecular Pathogenesis and Biomarkers Section,Malaria Infection Biology and Immunity Unit,0.3818681318681318,0.2061068702290076,0.3573770491803278,0.2865395725014442,0.0,0.196078431372549,0.0751503006012024,0.20394004161505824
Immune Deficiency Genetics Section,Genetic Immunotherapy Section,0.2640625,0.1846153846153846,0.1756373937677053,0.2921978582355941,0.0169491525423728,0.3083333333333333,0.221679125934445,0.2037957205031529
Molecular Genetics Section (Laboratory of Bacteriology),Coxiella Pathogenesis Section,0.4224489795918367,0.2867132867132867,0.0198675496688741,0.2149362477231329,0.0,0.4,0.1878172588832487,0.2036719415408781
Retroviral Immunology Section,Immunity to Pulmonary Pathogens Section,0.4705882352941176,0.2170542635658914,0.1117478510028653,0.2298647854203409,0.0,0.3050847457627119,0.1741982507288629,0.20355820664533408
Viral Biochemistry Section,Nonhuman Primate Virology Section,0.4918330308529945,0.3068181818181818,0.1945080091533181,0.2273809523809523,0.013215859030837,0.1470588235294117,0.1293684855916615,0.20324380257732752
Viral Pathogenesis Section (Laboratory of Immunoregulation),Retroviral Immunology Section,0.3978021978021978,0.1986754966887417,0.1836734693877551,0.1415279138099902,0.0,0.3783783783783784,0.1912568306010929,0.20280801430049542
Mosquito Immunity and Vector Competence Section,Malaria Infection Biology and Immunity Unit,0.4468864468864469,0.196078431372549,0.3826530612244898,0.1369006254343294,0.0082644628099173,0.3043478260869565,0.0495382031905961,0.20276090570346914
Viral Immunology Section,Metaorganism Immunity Section,0.4748201438848921,0.2146118721461187,0.0920096852300242,0.1826337712271707,0.0,0.4512195121951219,0.1248720573183213,0.2024867850485903
Viral Pathogenesis and Vaccine Section,Viral Pathogenesis Section (Laboratory of Immunoregulation),0.3086172344689378,0.1157894736842105,0.345,0.2612172367836517,0.0,0.2972972972972973,0.146067415730337,0.2019975562685326
Viral Pathogenesis and Vaccine Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.3297213622291021,0.1397849462365591,0.273449920508744,0.1886341929321872,0.0023640661938534,0.3164556962025316,0.2095475992228698,0.201540934815212
Mucosal Immunobiology Section,Molecular Biology Section,0.4729064039408867,0.2549019607843137,0.1168831168831168,0.1875,0.0,0.3584905660377358,0.1178343949044586,0.20153710749324
Mucosal Immunity Section,Cell Signaling and Immunity Section,0.4811529933481153,0.3018867924528302,0.1116584564860427,0.2682773768434264,0.0,0.19,0.1480475382003395,0.20151429396443366
Translational Mycology Section,Infectious Disease Fellowship Training Program,0.3003472222222222,0.1186440677966101,0.2357320099255583,0.2346880366342301,0.0760869565217391,0.3428571428571428,0.1358198451794511,0.20103910008112305
Cell Signaling and Immunity Section,B-Cell Immunology Section,0.4610591900311526,0.2252747252747252,0.1563218390804597,0.167469433123379,0.0045045045045045,0.2758620689655172,0.1874595992243051,0.2007891964522605
Molecular Development of the Immune System Section,Lymphocyte Biology Section,0.4252252252252252,0.2995951417004048,0.0711462450592885,0.2270047169811321,0.0,0.2272727272727272,0.2284432305891533,0.20056883622306798
Mucosal Immunity Section,Immunobiology Section,0.3706293706293706,0.2006802721088435,0.1404761904761904,0.3175572519083969,0.0,0.2018348623853211,0.2272983643542019,0.20056590509244188
Molecular and Cellular Immunology Section,Immunobiology Section,0.3929098966026588,0.2827868852459016,0.0563636363636363,0.1338868707836014,0.0,0.4626865671641791,0.1866270430906389,0.2005505575591017
T-Lymphocyte Biology Section,B-Cell Immunology Section,0.4979253112033195,0.1893939393939394,0.1343283582089552,0.1710239651416122,0.0,0.3714285714285714,0.1428571428571428,0.200397799370601
Molecular and Cellular Immunology Section,Metaorganism Immunity Section,0.4203187250996016,0.2579185520361991,0.0864553314121037,0.130858760616546,0.0,0.4507042253521127,0.1620152229068503,0.19994375679219933
Mucosal Immunity Section,Molecular Development of the Immune System Section,0.349025974025974,0.1939163498098859,0.1514762516046213,0.2539954337899543,0.0064102564102564,0.2847222222222222,0.2038936571069709,0.19976060857321357
Vector Molecular Biology Section,Malaria Immunology Section,0.3,0.1584415584415584,0.1039647577092511,0.2034062318560092,0.0,0.5714285714285714,0.184645286686103,0.19963060534149984
Signaling Systems Section,Computational Biology Unit,0.4057971014492754,0.2222222222222222,0.1044776119402985,0.174757281553398,0.0352941176470588,0.4193548387096774,0.1183063511830635,0.19944740680874823
